OTU.6	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Clupeiformes(1.00),f:Clupeidae(1.00),g:Sprattus(1.00),s:Sprattus_antipodum(0.92)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Clupeiformes,f:Clupeidae,g:Sprattus,s:Sprattus_antipodum
OTU.53	d:Eukaryota(1.00),p:Chordata(1.00),c:Chondrichthyes(0.89),o:Myliobatiformes(0.89),f:Dasyatidae(0.89),g:Bathytoshia(0.79),s:Bathytoshia_brevicaudata(0.79)	+	d:Eukaryota,p:Chordata,c:Chondrichthyes,o:Myliobatiformes,f:Dasyatidae,g:Bathytoshia,s:Bathytoshia_brevicaudata
OTU.56	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Mugiliformes(1.00),f:Mugilidae(1.00),g:Aldrichetta(1.00),s:Aldrichetta_forsteri(1.00)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Mugiliformes,f:Mugilidae,g:Aldrichetta,s:Aldrichetta_forsteri
OTU.61	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Centrarchiformes(1.00),f:Cheilodactylidae(1.00),g:Nemadactylus(0.69),s:Nemadactylus_macropterus(0.39)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Centrarchiformes,f:Cheilodactylidae,g:Nemadactylus
OTU.62	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Syngnathiformes(0.60),f:Syngnathidae(0.60),g:Pugnaso(0.25),s:Pugnaso_curtirostris(0.25)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Syngnathiformes,f:Syngnathidae
OTU.59	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Labriformes(0.96),f:Labridae(0.96),g:Notolabrus(0.94),s:Notolabrus_celidotus(0.64)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Labriformes,f:Labridae,g:Notolabrus,s:Notolabrus_celidotus
OTU.65	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Labriformes(1.00),f:Labridae(1.00),g:Notolabrus(0.39),s:Notolabrus_fucicola(0.35)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Labriformes,f:Labridae
OTU.63	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Mugiliformes(0.74),f:Mugilidae(0.74),g:Aldrichetta(0.61),s:Aldrichetta_forsteri(0.61)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Mugiliformes,f:Mugilidae,g:Aldrichetta,s:Aldrichetta_forsteri
OTU.68	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Blenniiformes(1.00),f:Tripterygiidae(1.00),g:Forsterygion(1.00),s:Forsterygion_capito(0.85)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Blenniiformes,f:Tripterygiidae,g:Forsterygion,s:Forsterygion_capito
OTU.67	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Centrarchiformes(1.00),f:Cheilodactylidae(0.99),g:Nemadactylus(0.93),s:Nemadactylus_macropterus(0.87)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Centrarchiformes,f:Cheilodactylidae,g:Nemadactylus,s:Nemadactylus_macropterus
OTU.66	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Scombriformes(1.00),f:Gempylidae(1.00),g:Thyrsites(1.00),s:Thyrsites_atun(1.00)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Scombriformes,f:Gempylidae,g:Thyrsites,s:Thyrsites_atun
OTU.64	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Blenniiformes(1.00),f:Tripterygiidae(1.00),g:Forsterygion(1.00),s:Forsterygion_lapillum(0.58)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Blenniiformes,f:Tripterygiidae,g:Forsterygion
OTU.71	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Mugiliformes(0.61),f:Mugilidae(0.61),g:Aldrichetta(0.59),s:Aldrichetta_forsteri(0.59)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Mugiliformes,f:Mugilidae
OTU.69	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Blenniiformes(1.00),f:Tripterygiidae(1.00),g:Forsterygion(1.00),s:Forsterygion_lapillum(0.83)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Blenniiformes,f:Tripterygiidae,g:Forsterygion,s:Forsterygion_lapillum
OTU.70	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Centrarchiformes(1.00),f:Cheilodactylidae(0.95),g:Nemadactylus(0.90),s:Nemadactylus_macropterus(0.62)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Centrarchiformes,f:Cheilodactylidae,g:Nemadactylus,s:Nemadactylus_macropterus
OTU.73	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Centrarchiformes(1.00),f:Cheilodactylidae(0.99),g:Cheilodactylus(0.79),s:Cheilodactylus_variegatus(0.79)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Centrarchiformes,f:Cheilodactylidae,g:Cheilodactylus,s:Cheilodactylus_variegatus
OTU.72	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Labriformes(1.00),f:Labridae(1.00),g:Notolabrus(1.00),s:Notolabrus_celidotus(0.86)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Labriformes,f:Labridae,g:Notolabrus,s:Notolabrus_celidotus
OTU.76	d:Eukaryota(1.00),p:Chordata(1.00),c:Chondrichthyes(1.00),o:Myliobatiformes(1.00),f:Dasyatidae(1.00),g:Bathytoshia(1.00),s:Bathytoshia_brevicaudata(1.00)	+	d:Eukaryota,p:Chordata,c:Chondrichthyes,o:Myliobatiformes,f:Dasyatidae,g:Bathytoshia,s:Bathytoshia_brevicaudata
OTU.77	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Labriformes(1.00),f:Labridae(1.00),g:Notolabrus(0.83),s:Notolabrus_celidotus(0.67)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Labriformes,f:Labridae,g:Notolabrus,s:Notolabrus_celidotus
OTU.75	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Blenniiformes(0.86),f:Tripterygiidae(0.86),g:Forsterygion(0.86),s:Forsterygion_lapillum(0.85)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Blenniiformes,f:Tripterygiidae,g:Forsterygion,s:Forsterygion_lapillum
OTU.80	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Beloniformes(1.00),f:Hemiramphidae(1.00),g:Hyporhamphus(1.00),s:Hyporhamphus_melanochir(0.99)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Beloniformes,f:Hemiramphidae,g:Hyporhamphus,s:Hyporhamphus_melanochir
OTU.74	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Centrarchiformes(1.00),f:Cheilodactylidae(1.00),g:Cheilodactylus(0.94),s:Cheilodactylus_variegatus(0.56)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Centrarchiformes,f:Cheilodactylidae,g:Cheilodactylus
OTU.79	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Perciformes(0.99),f:Plesiopidae(0.99),g:Acanthoclinus(0.99),s:Acanthoclinus_fuscus(0.99)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Perciformes,f:Plesiopidae,g:Acanthoclinus,s:Acanthoclinus_fuscus
OTU.78	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Perciformes(0.75),f:Plesiopidae(0.75),g:Acanthoclinus(0.75),s:Acanthoclinus_fuscus(0.75)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Perciformes,f:Plesiopidae,g:Acanthoclinus,s:Acanthoclinus_fuscus
OTU.82	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Scombriformes(1.00),f:Gempylidae(1.00),g:Thyrsites(1.00),s:Thyrsites_atun(1.00)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Scombriformes,f:Gempylidae,g:Thyrsites,s:Thyrsites_atun
OTU.81	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Blenniiformes(1.00),f:Tripterygiidae(1.00),g:Forsterygion(1.00),s:Forsterygion_lapillum(0.62)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Blenniiformes,f:Tripterygiidae,g:Forsterygion,s:Forsterygion_lapillum
OTU.83	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Blenniiformes(0.60),f:Tripterygiidae(0.60),g:Forsterygion(0.60),s:Forsterygion_lapillum(0.60)	+	d:Eukaryota,p:Chordata,c:Actinopteri
OTU.84	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Mugiliformes(1.00),f:Mugilidae(1.00),g:Aldrichetta(0.96),s:Aldrichetta_forsteri(0.96)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Mugiliformes,f:Mugilidae,g:Aldrichetta,s:Aldrichetta_forsteri
OTU.85	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Mugiliformes(1.00),f:Mugilidae(1.00),g:Aldrichetta(0.99),s:Aldrichetta_forsteri(0.99)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Mugiliformes,f:Mugilidae,g:Aldrichetta,s:Aldrichetta_forsteri
OTU.86	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Centrarchiformes(1.00),f:Cheilodactylidae(1.00),g:Nemadactylus(0.94),s:Nemadactylus_macropterus(0.87)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Centrarchiformes,f:Cheilodactylidae,g:Nemadactylus,s:Nemadactylus_macropterus
OTU.88	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Blenniiformes(1.00),f:Tripterygiidae(1.00),g:Forsterygion(1.00),s:Forsterygion_lapillum(0.91)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Blenniiformes,f:Tripterygiidae,g:Forsterygion,s:Forsterygion_lapillum
OTU.90	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Scombriformes(0.98),f:Gempylidae(0.98),g:Thyrsites(0.98),s:Thyrsites_atun(0.98)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Scombriformes,f:Gempylidae,g:Thyrsites,s:Thyrsites_atun
OTU.87	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Clupeiformes(1.00),f:Clupeidae(1.00),g:Sprattus(1.00),s:Sprattus_antipodum(0.86)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Clupeiformes,f:Clupeidae,g:Sprattus,s:Sprattus_antipodum
OTU.89	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Perciformes(1.00),f:Bovichtidae(1.00),g:Bovichtus(1.00),s:Bovichtus_variegatus(1.00)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Perciformes,f:Bovichtidae,g:Bovichtus,s:Bovichtus_variegatus
OTU.92	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Scombriformes(1.00),f:Gempylidae(1.00),g:Thyrsites(1.00),s:Thyrsites_atun(1.00)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Scombriformes,f:Gempylidae,g:Thyrsites,s:Thyrsites_atun
OTU.91	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Beloniformes(1.00),f:Hemiramphidae(1.00),g:Hyporhamphus(1.00),s:Hyporhamphus_melanochir(0.99)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Beloniformes,f:Hemiramphidae,g:Hyporhamphus,s:Hyporhamphus_melanochir
OTU.93	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Mugiliformes(0.92),f:Mugilidae(0.92),g:Aldrichetta(0.89),s:Aldrichetta_forsteri(0.89)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Mugiliformes,f:Mugilidae,g:Aldrichetta,s:Aldrichetta_forsteri
OTU.95	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Clupeiformes(1.00),f:Clupeidae(1.00),g:Sprattus(1.00),s:Sprattus_antipodum(0.89)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Clupeiformes,f:Clupeidae,g:Sprattus,s:Sprattus_antipodum
OTU.96	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Labriformes(1.00),f:Labridae(1.00),g:Notolabrus(1.00),s:Notolabrus_celidotus(0.99)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Labriformes,f:Labridae,g:Notolabrus,s:Notolabrus_celidotus
OTU.94	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Mugiliformes(0.97),f:Mugilidae(0.97),g:Aldrichetta(0.92),s:Aldrichetta_forsteri(0.92)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Mugiliformes,f:Mugilidae,g:Aldrichetta,s:Aldrichetta_forsteri
OTU.99				
OTU.97	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Centrarchiformes(1.00),f:Cheilodactylidae(0.99),g:Nemadactylus(0.78),s:Nemadactylus_macropterus(0.58)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Centrarchiformes,f:Cheilodactylidae,g:Nemadactylus
OTU.101	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Blenniiformes(1.00),f:Tripterygiidae(1.00),g:Forsterygion(1.00),s:Forsterygion_lapillum(1.00)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Blenniiformes,f:Tripterygiidae,g:Forsterygion,s:Forsterygion_lapillum
OTU.102	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Blenniiformes(0.48),f:Tripterygiidae(0.48),g:Forsterygion(0.48),s:Forsterygion_lapillum(0.48)	+	d:Eukaryota,p:Chordata,c:Actinopteri
OTU.100	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Scombriformes(1.00),f:Gempylidae(1.00),g:Thyrsites(1.00),s:Thyrsites_atun(1.00)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Scombriformes,f:Gempylidae,g:Thyrsites,s:Thyrsites_atun
OTU.98	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Perciformes(1.00),f:Plesiopidae(1.00),g:Acanthoclinus(1.00),s:Acanthoclinus_fuscus(1.00)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Perciformes,f:Plesiopidae,g:Acanthoclinus,s:Acanthoclinus_fuscus
OTU.104	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Anguilliformes(1.00),f:Congridae(1.00),g:Conger(1.00),s:Conger_erebennus(0.79)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Anguilliformes,f:Congridae,g:Conger,s:Conger_erebennus
OTU.103	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Labriformes(1.00),f:Labridae(1.00),g:Notolabrus(1.00),s:Notolabrus_celidotus(0.99)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Labriformes,f:Labridae,g:Notolabrus,s:Notolabrus_celidotus
OTU.107	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Blenniiformes(1.00),f:Tripterygiidae(1.00),g:Forsterygion(1.00),s:Forsterygion_sp.(0.62)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Blenniiformes,f:Tripterygiidae,g:Forsterygion,s:Forsterygion_sp.
OTU.106	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Labriformes(0.99),f:Labridae(0.99),g:Notolabrus(0.98),s:Notolabrus_fucicola(0.98)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Labriformes,f:Labridae,g:Notolabrus,s:Notolabrus_fucicola
OTU.105	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Carangiformes(0.97),f:Carangidae(0.97),g:Trachurus(0.97),s:Trachurus_trachurus(0.17)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Carangiformes,f:Carangidae,g:Trachurus
OTU.109	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Syngnathiformes(0.99),f:Syngnathidae(0.99),g:Pugnaso(0.73),s:Pugnaso_curtirostris(0.73)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Syngnathiformes,f:Syngnathidae,g:Pugnaso,s:Pugnaso_curtirostris
OTU.108	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Mugiliformes(1.00),f:Mugilidae(1.00),g:Aldrichetta(0.98),s:Aldrichetta_forsteri(0.98)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Mugiliformes,f:Mugilidae,g:Aldrichetta,s:Aldrichetta_forsteri
OTU.111	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Labriformes(1.00),f:Labridae(1.00),g:Pseudolabrus(0.74),s:Pseudolabrus_miles(0.74)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Labriformes,f:Labridae,g:Pseudolabrus,s:Pseudolabrus_miles
OTU.112	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Scombriformes(1.00),f:Gempylidae(1.00),g:Thyrsites(1.00),s:Thyrsites_atun(1.00)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Scombriformes,f:Gempylidae,g:Thyrsites,s:Thyrsites_atun
OTU.110				
OTU.113	d:Eukaryota(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Blenniiformes(1.00),f:Tripterygiidae(1.00),g:Forsterygion(1.00),s:Forsterygion_lapillum(1.00)	+	d:Eukaryota,p:Chordata,c:Actinopteri,o:Blenniiformes,f:Tripterygiidae,g:Forsterygion,s:Forsterygion_lapillum
